quarter,department,day,team,smv,wip,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,over_time_scaled,target_met,productivity_level
Quarter5,finished,Saturday,2,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Saturday,3,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter5,finished,Saturday,4,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Saturday,10,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Saturday,1,3.94,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter5,finished,Saturday,9,3.94,0.0,0,0.0,0,0,2.0,-1.2927731178095188,1,High
Quarter5,finished,Saturday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter5,finished,Saturday,5,3.94,0.0,0,0.0,0,0,2.0,-1.2927731178095188,1,High
Quarter5,finished,Saturday,7,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,finished,Saturday,8,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter5,finished,Saturday,11,3.94,0.0,0,0.0,0,0,5.0,-1.1852277474837296,1,High
Quarter5,finished,Saturday,6,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter5,sewing,Saturday,10,22.52,1116.0,93,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter5,sewing,Saturday,4,22.52,1432.0,88,0.0,0,0,57.5,0.6251193196670539,1,High
Quarter5,sewing,Saturday,9,29.12,1082.0,81,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter5,sewing,Saturday,1,22.94,1502.0,81,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter5,sewing,Saturday,12,15.26,1209.0,45,0.0,0,0,35.0,-0.10977404422583845,1,Moderate
Quarter5,sewing,Saturday,5,50.89,282.0,56,0.0,0,0,59.0,0.39210435062784416,0,Moderate
Quarter5,sewing,Saturday,11,20.1,1417.0,49,0.0,0,0,54.0,0.5713466345041593,1,Moderate
Quarter5,sewing,Saturday,6,18.79,799.0,23,0.0,0,0,33.0,-0.18147095777636452,1,Moderate
Quarter5,sewing,Saturday,7,23.54,1109.0,0,0.0,0,0,56.0,0.6430435480546854,0,Low
Quarter5,sewing,Saturday,8,23.54,1144.0,0,0.0,0,0,54.0,0.5713466345041593,0,Low
Quarter1,finished,Sunday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter1,sewing,Sunday,2,22.52,1396.0,113,0.0,0,0,57.5,0.69681623321758,1,High
Quarter1,sewing,Sunday,1,22.94,1582.0,113,0.0,0,0,58.5,-0.45033438359083733,1,High
Quarter1,finished,Sunday,1,3.94,0.0,0,0.0,0,0,19.0,-0.6833493526300471,1,High
Quarter1,sewing,Sunday,3,22.52,1124.0,100,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,finished,Sunday,2,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Sunday,7,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter1,finished,Sunday,10,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,sewing,Sunday,10,22.52,1282.0,75,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,sewing,Sunday,4,22.52,1472.0,60,0.0,0,0,58.5,0.7326646899928431,1,High
Quarter1,finished,Sunday,4,4.3,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter1,sewing,Sunday,9,29.12,1282.0,45,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter1,sewing,Sunday,12,15.26,1276.0,45,0.0,0,0,35.0,-0.9342885500568884,1,Moderate
Quarter1,finished,Sunday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Moderate
Quarter1,sewing,Sunday,11,20.1,1192.0,75,0.0,0,0,54.0,0.4638012641783702,1,Moderate
Quarter1,sewing,Sunday,6,18.79,881.0,26,0.0,0,0,33.0,-0.18147095777636452,1,Moderate
Quarter1,sewing,Sunday,8,24.26,1196.0,0,0.0,0,0,55.0,0.6071950912794224,0,Low
Quarter1,sewing,Sunday,7,24.26,1400.0,0,0.0,0,0,56.0,0.6430435480546854,0,Low
Quarter1,finished,Sunday,6,2.9,0.0,0,0.0,0,0,10.0,-1.0059854636074144,0,Low
Quarter1,sewing,Monday,1,22.94,16882.0,113,0.0,0,0,58.5,0.7326646899928431,1,High
Quarter1,finished,Monday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter1,sewing,Monday,2,22.52,21385.0,88,0.0,0,0,58.5,0.7326646899928431,1,High
Quarter1,sewing,Monday,3,22.52,21266.0,70,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,sewing,Monday,10,22.52,21540.0,88,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,finished,Monday,10,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Monday,4,4.3,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter1,sewing,Monday,12,15.26,12261.0,63,0.0,0,0,35.0,-0.28901632810215366,1,High
Quarter1,sewing,Monday,4,22.52,23122.0,50,0.0,0,0,56.5,0.4100285790154756,1,High
Quarter1,sewing,Monday,9,29.12,8992.0,55,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter1,finished,Monday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Moderate
Quarter1,sewing,Monday,11,20.55,9792.0,60,0.0,0,0,54.0,0.5713466345041593,1,Moderate
Quarter1,sewing,Monday,6,18.79,2984.0,30,0.0,0,0,33.0,-0.18147095777636452,1,Moderate
Quarter1,finished,Monday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter1,finished,Monday,1,3.94,0.0,0,0.0,0,0,19.0,-0.6833493526300471,0,Low
Quarter1,sewing,Monday,5,30.1,839.0,0,0.0,0,0,58.0,0.7147404616052115,1,Low
Quarter1,sewing,Monday,7,24.26,2698.0,0,0.0,0,0,56.0,0.6430435480546854,0,Low
Quarter1,finished,Monday,6,2.9,0.0,0,0.0,0,0,10.0,-1.0059854636074144,0,Low
Quarter1,sewing,Monday,8,24.26,1435.0,0,0.0,0,0,55.0,0.6071950912794224,0,Low
Quarter1,finished,Tuesday,2,3.94,0.0,0,0.0,0,0,20.0,-0.6475008958547841,1,High
Quarter1,sewing,Tuesday,1,22.52,1500.0,113,0.0,0,0,57.5,0.69681623321758,1,High
Quarter1,sewing,Tuesday,10,22.52,1188.0,90,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,finished,Tuesday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Tuesday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter1,sewing,Tuesday,3,22.52,1112.0,100,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,sewing,Tuesday,2,22.52,1452.0,100,0.0,0,0,58.0,0.7147404616052115,1,High
Quarter1,finished,Tuesday,9,3.94,0.0,0,0.0,0,0,11.0,-0.9701370068321514,1,High
Quarter1,sewing,Tuesday,4,22.52,340.0,63,0.0,0,0,56.5,0.2666347519144235,1,High
Quarter1,sewing,Tuesday,12,15.26,1029.0,50,0.0,0,0,35.0,-0.7550462661805731,1,High
Quarter1,finished,Tuesday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Moderate
Quarter1,sewing,Tuesday,9,29.12,1070.0,34,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter1,sewing,Tuesday,11,25.31,946.0,60,0.0,0,0,54.0,0.3562558938525811,1,Moderate
Quarter1,sewing,Tuesday,6,18.79,913.0,30,0.0,0,0,33.5,-0.16354672938873302,1,Moderate
Quarter1,sewing,Tuesday,8,24.26,1363.0,0,0.0,0,0,55.5,0.6251193196670539,0,Low
Quarter1,sewing,Tuesday,7,24.26,1639.0,0,0.0,0,0,56.0,0.6430435480546854,0,Low
Quarter1,finished,Tuesday,4,4.3,0.0,0,0.0,0,0,12.0,-0.9342885500568884,0,Low
Quarter1,finished,Tuesday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter1,sewing,Tuesday,5,30.1,415.0,0,0.0,0,0,58.0,0.7147404616052115,0,Low
Quarter1,sewing,Wednesday,2,22.52,1263.0,100,0.0,0,0,57.5,0.69681623321758,1,High
Quarter1,sewing,Wednesday,3,22.52,968.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,sewing,Wednesday,10,22.52,1108.0,113,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,finished,Wednesday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter1,finished,Wednesday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Wednesday,8,4.15,0.0,0,0.0,0,0,25.0,-0.46825861197846885,1,High
Quarter1,sewing,Wednesday,1,22.52,1532.0,88,0.0,0,0,57.5,0.69681623321758,1,High
Quarter1,sewing,Wednesday,12,15.26,1094.0,38,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter1,sewing,Wednesday,9,22.52,1086.0,50,0.0,0,0,58.0,0.7147404616052115,0,Moderate
Quarter1,finished,Wednesday,7,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,Moderate
Quarter1,finished,Wednesday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,Moderate
Quarter1,sewing,Wednesday,6,18.79,941.0,30,0.0,0,0,33.0,-0.3607132416526797,1,Moderate
Quarter1,sewing,Wednesday,7,24.26,1471.0,0,0.0,0,0,58.0,0.7147404616052115,1,Moderate
Quarter1,sewing,Wednesday,11,10.05,1042.0,60,0.0,0,0,53.0,0.4638012641783702,1,Moderate
Quarter1,sewing,Wednesday,8,29.12,1248.0,0,0.0,0,0,57.0,0.6788920048299485,1,Moderate
Quarter1,finished,Wednesday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Moderate
Quarter1,sewing,Wednesday,5,30.1,326.0,0,90.0,10,0,58.5,0.37418012224021263,1,Moderate
Quarter1,finished,Wednesday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter1,sewing,Wednesday,4,30.1,287.0,23,150.0,15,0,55.5,0.4458770357907387,1,Low
Quarter1,sewing,Thursday,2,22.52,1300.0,113,0.0,0,0,56.5,0.660967776442317,1,High
Quarter1,sewing,Thursday,1,22.52,1485.0,113,0.0,0,0,57.5,0.69681623321758,1,High
Quarter1,sewing,Thursday,10,22.52,1039.0,113,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,finished,Thursday,2,3.94,0.0,0,0.0,0,0,22.0,-0.575803982304258,1,High
Quarter1,sewing,Thursday,3,22.52,1063.0,100,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,finished,Thursday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter1,finished,Thursday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter1,finished,Thursday,7,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Thursday,1,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter1,sewing,Thursday,12,15.26,1083.0,38,0.0,0,0,34.0,-1.1493792907084666,1,High
Quarter1,sewing,Thursday,9,29.12,1069.0,50,0.0,0,0,58.0,0.7147404616052115,0,Moderate
Quarter1,finished,Thursday,10,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter1,sewing,Thursday,11,10.05,668.0,34,0.0,0,0,26.0,-0.611652439079521,1,Moderate
Quarter1,sewing,Thursday,6,18.79,766.0,30,0.0,0,0,33.0,-0.539955525528995,1,Moderate
Quarter1,sewing,Thursday,5,30.1,557.0,0,0.0,0,0,58.0,0.7147404616052115,0,Low
Quarter1,sewing,Thursday,7,24.26,1608.0,0,0.0,0,0,58.0,0.7147404616052115,1,Low
Quarter1,sewing,Thursday,4,30.1,417.0,23,0.0,0,1,53.0,0.5354981777288963,1,Low
Quarter1,sewing,Thursday,8,24.26,1167.0,0,0.0,0,0,57.0,0.6788920048299485,0,Low
Quarter1,finished,Saturday,2,3.94,0.0,0,0.0,0,0,25.0,-0.46825861197846885,1,High
Quarter1,sewing,Saturday,2,22.52,1186.0,113,0.0,0,0,58.0,0.69681623321758,1,High
Quarter1,sewing,Saturday,3,22.52,1060.0,100,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter1,sewing,Saturday,1,22.52,1534.0,88,0.0,0,0,57.0,0.660967776442317,1,High
Quarter1,sewing,Saturday,10,22.52,1142.0,88,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter1,finished,Saturday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter1,finished,Saturday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter1,finished,Saturday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter1,sewing,Saturday,12,15.26,1021.0,63,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter1,sewing,Saturday,9,29.12,829.0,50,0.0,0,0,58.0,0.7147404616052115,0,Moderate
Quarter1,finished,Saturday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter1,sewing,Saturday,6,18.79,813.0,34,0.0,0,0,33.0,-0.8984400932816253,1,Moderate
Quarter1,sewing,Saturday,11,10.05,677.0,45,0.0,0,0,27.0,-0.39656169842794275,1,Moderate
Quarter1,finished,Saturday,7,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,Moderate
Quarter1,sewing,Saturday,7,24.26,658.0,0,270.0,45,0,58.0,0.7147404616052115,0,Moderate
Quarter1,sewing,Saturday,4,30.1,486.0,30,0.0,0,1,57.0,0.660967776442317,1,Moderate
Quarter1,sewing,Saturday,5,30.1,687.0,0,0.0,0,0,59.0,0.8760585170938952,0,Low
Quarter1,finished,Saturday,4,4.3,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter1,sewing,Saturday,8,24.26,652.0,0,300.0,37,0,57.0,0.6788920048299485,0,Low
Quarter2,sewing,Sunday,2,22.52,1233.0,113,0.0,0,0,57.5,0.69681623321758,1,High
Quarter2,finished,Sunday,7,4.15,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter2,sewing,Sunday,10,22.52,1388.0,88,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter2,sewing,Sunday,1,22.52,1615.0,88,0.0,0,0,56.5,0.660967776442317,1,High
Quarter2,sewing,Sunday,3,22.52,1283.0,88,0.0,0,0,56.0,0.6430435480546854,1,High
Quarter2,finished,Sunday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter2,finished,Sunday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter2,finished,Sunday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter2,finished,Sunday,8,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter2,sewing,Sunday,12,15.26,1026.0,63,0.0,0,0,34.0,-0.5041070687537319,1,High
Quarter2,sewing,Sunday,9,29.12,909.0,50,0.0,0,0,58.0,0.7147404616052115,0,Moderate
Quarter2,sewing,Sunday,6,18.79,670.0,34,0.0,0,0,33.0,-0.18147095777636452,1,Moderate
Quarter2,sewing,Sunday,11,10.05,629.0,45,0.0,0,0,27.0,-0.39656169842794275,1,Moderate
Quarter2,sewing,Sunday,5,30.1,754.0,0,0.0,0,0,58.5,0.7326646899928431,1,Moderate
Quarter2,finished,Sunday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,finished,Sunday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,sewing,Sunday,4,30.1,712.0,44,0.0,0,1,56.5,0.660967776442317,0,Low
Quarter2,sewing,Sunday,7,24.26,148.0,0,0.0,0,0,58.0,0.7147404616052115,0,Low
Quarter2,sewing,Sunday,8,24.26,154.0,0,0.0,0,0,57.0,0.6788920048299485,0,Low
Quarter2,finished,Monday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter2,finished,Monday,1,3.94,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,High
Quarter2,sewing,Monday,10,22.52,1127.0,88,0.0,0,0,56.0,-1.3286215745847818,1,High
Quarter2,sewing,Monday,1,22.52,1506.0,70,0.0,0,0,57.0,-0.28901632810215366,1,High
Quarter2,sewing,Monday,2,22.52,1413.0,70,0.0,0,0,57.0,-1.2569246610342557,1,High
Quarter2,finished,Monday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter2,sewing,Monday,12,15.26,970.0,63,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter2,sewing,Monday,3,22.52,1271.0,50,0.0,0,0,57.0,0.24871052352679196,1,High
Quarter2,sewing,Monday,9,29.12,1073.0,50,0.0,0,0,58.0,0.7147404616052115,0,Moderate
Quarter2,sewing,Monday,4,30.1,767.0,50,0.0,0,1,57.0,-0.37863747004031123,1,Moderate
Quarter2,sewing,Monday,11,10.05,103.0,45,0.0,0,0,54.0,-1.3644700313600449,1,Moderate
Quarter2,finished,Monday,8,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,Moderate
Quarter2,sewing,Monday,5,30.1,773.0,40,0.0,0,0,58.0,0.7326646899928431,1,Moderate
Quarter2,finished,Monday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,sewing,Monday,6,18.79,708.0,0,0.0,0,0,34.0,-0.1456225010011015,0,Moderate
Quarter2,sewing,Monday,7,30.1,842.0,0,0.0,0,1,58.0,0.7147404616052115,1,Low
Quarter2,sewing,Monday,8,30.1,901.0,0,0.0,0,1,58.0,0.7147404616052115,1,Low
Quarter2,finished,Monday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,0,Low
Quarter2,finished,Tuesday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter2,finished,Tuesday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter2,sewing,Tuesday,10,22.52,1268.0,88,0.0,0,0,56.0,-1.3644700313600449,1,High
Quarter2,sewing,Tuesday,1,22.52,1546.0,88,0.0,0,0,57.0,-1.3644700313600449,1,High
Quarter2,sewing,Tuesday,3,22.52,813.0,88,0.0,0,0,57.0,-1.3644700313600449,1,High
Quarter2,sewing,Tuesday,2,22.52,1512.0,88,0.0,0,0,57.0,-1.3644700313600449,1,High
Quarter2,finished,Tuesday,1,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter2,sewing,Tuesday,9,29.12,1263.0,38,0.0,0,0,58.0,-0.7191978094053102,1,High
Quarter2,sewing,Tuesday,12,15.26,900.0,50,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter2,finished,Tuesday,4,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,Moderate
Quarter2,sewing,Tuesday,6,18.79,640.0,0,0.0,0,0,34.0,-0.6475008958547841,1,Moderate
Quarter2,sewing,Tuesday,11,10.05,13.0,34,0.0,0,0,54.0,-0.39656169842794275,0,Moderate
Quarter2,sewing,Tuesday,5,30.1,855.0,45,0.0,0,0,58.0,0.7326646899928431,1,Moderate
Quarter2,finished,Tuesday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,Moderate
Quarter2,sewing,Tuesday,4,30.1,855.0,40,0.0,0,1,58.0,0.7326646899928431,1,Moderate
Quarter2,finished,Tuesday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,finished,Tuesday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,sewing,Tuesday,7,30.1,1025.0,23,0.0,0,1,58.0,0.7147404616052115,1,Low
Quarter2,sewing,Tuesday,8,30.1,1061.0,30,0.0,0,1,58.0,0.7147404616052115,0,Low
Quarter2,finished,Wednesday,4,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter2,finished,Wednesday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter2,sewing,Wednesday,2,22.52,1557.0,90,0.0,0,0,57.5,-1.3644700313600449,1,High
Quarter2,sewing,Wednesday,1,22.52,1498.0,113,0.0,0,0,57.0,-1.3644700313600449,1,High
Quarter2,finished,Wednesday,8,4.15,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,High
Quarter2,finished,Wednesday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,1,High
Quarter2,finished,Wednesday,5,4.15,0.0,0,0.0,0,0,2.0,-1.2927731178095188,1,High
Quarter2,sewing,Wednesday,10,22.52,598.0,75,0.0,0,0,56.0,-1.3644700313600449,1,High
Quarter2,sewing,Wednesday,6,18.79,656.0,38,0.0,0,0,34.0,-0.3248647848774167,1,High
Quarter2,sewing,Wednesday,12,15.26,854.0,50,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter2,sewing,Wednesday,9,29.12,609.0,50,0.0,0,0,58.0,-0.39656169842794275,1,High
Quarter2,sewing,Wednesday,5,30.1,788.0,56,0.0,0,0,59.5,0.8402100603186321,1,Moderate
Quarter2,sewing,Wednesday,8,30.1,1069.0,30,0.0,0,1,58.0,-0.002228673900049323,1,Moderate
Quarter2,sewing,Wednesday,4,30.1,667.0,40,0.0,0,1,59.5,0.4100285790154756,1,Moderate
Quarter2,finished,Wednesday,1,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,0,Moderate
Quarter2,sewing,Wednesday,7,30.1,829.0,23,0.0,0,1,58.0,-0.3607132416526797,1,Moderate
Quarter2,finished,Wednesday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter2,sewing,Wednesday,3,22.52,11.0,0,0.0,0,1,57.0,0.6788920048299485,0,Low
Quarter2,sewing,Wednesday,11,11.41,434.0,0,0.0,0,1,52.0,-0.39656169842794275,1,Low
Quarter2,sewing,Thursday,1,22.52,1397.0,138,0.0,0,0,57.0,-1.3644700313600449,1,High
Quarter2,finished,Thursday,4,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter2,sewing,Thursday,2,22.52,1327.0,113,0.0,0,0,57.5,-1.3644700313600449,1,High
Quarter2,finished,Thursday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter2,sewing,Thursday,12,15.26,894.0,50,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter2,finished,Thursday,8,4.15,0.0,0,0.0,0,0,12.0,-0.9342885500568884,1,Moderate
Quarter2,sewing,Thursday,5,30.1,610.0,56,0.0,0,0,59.0,0.7505889183804746,1,Moderate
Quarter2,sewing,Thursday,6,18.79,779.0,0,0.0,0,0,33.0,-0.18147095777636452,0,Moderate
Quarter2,finished,Thursday,1,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,0,Moderate
Quarter2,finished,Thursday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
Quarter2,sewing,Thursday,4,30.1,419.0,0,0.0,0,1,59.0,0.7505889183804746,0,Moderate
Quarter2,finished,Thursday,2,3.94,0.0,0,0.0,0,0,18.0,-0.7191978094053102,0,Moderate
Quarter2,finished,Thursday,5,4.15,0.0,0,0.0,0,0,2.0,-1.2927731178095188,0,Low
Quarter2,sewing,Thursday,7,30.1,909.0,0,0.0,0,1,59.0,0.7505889183804746,0,Low
Quarter2,sewing,Thursday,11,11.41,1039.0,0,0.0,0,2,55.0,-0.6833493526300471,1,Low
Quarter2,sewing,Thursday,9,29.12,14.0,0,0.0,0,0,58.0,0.7147404616052115,0,Low
Quarter2,sewing,Thursday,8,30.1,1193.0,0,0.0,0,1,59.0,0.7505889183804746,0,Low
Quarter2,sewing,Thursday,10,22.52,10.0,0,0.0,0,0,50.0,0.42795280740310715,0,Low
Quarter2,sewing,Thursday,3,30.1,770.0,0,0.0,0,1,58.0,0.7147404616052115,1,Low
Quarter2,sewing,Saturday,1,22.52,1416.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter2,finished,Saturday,7,4.15,0.0,0,0.0,0,0,15.0,-0.8267431797310992,1,High
Quarter2,finished,Saturday,4,4.15,0.0,0,0.0,0,0,20.0,-0.6475008958547841,1,High
Quarter2,finished,Saturday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter2,sewing,Saturday,12,15.26,942.0,63,0.0,0,0,34.0,-0.1456225010011015,1,High
Quarter2,sewing,Saturday,2,22.52,674.0,63,0.0,0,0,57.0,-0.27109209971452214,1,High
Quarter2,finished,Saturday,1,3.94,0.0,0,0.0,0,0,12.0,-0.9342885500568884,0,Moderate
Quarter2,sewing,Saturday,4,30.1,481.0,0,0.0,0,1,59.0,0.7685131467681061,1,Moderate
Quarter2,sewing,Saturday,5,30.1,664.0,56,0.0,0,0,59.0,0.7685131467681061,1,Moderate
Quarter2,finished,Saturday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,Moderate
Quarter2,sewing,Saturday,8,30.1,824.0,0,0.0,0,1,60.0,0.1770136099762659,1,Moderate
Quarter2,sewing,Saturday,7,30.1,957.0,0,0.0,0,1,60.0,0.7864373751557375,0,Moderate
Quarter2,sewing,Saturday,11,11.41,1039.0,23,0.0,0,2,55.0,-0.6833493526300471,1,Moderate
Quarter2,sewing,Saturday,6,18.79,822.0,0,0.0,0,0,34.0,-0.1456225010011015,0,Low
Quarter2,sewing,Saturday,3,30.1,1261.0,30,0.0,0,1,58.0,0.7147404616052115,1,Low
Quarter2,finished,Saturday,6,2.9,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter2,finished,Saturday,9,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Low
Quarter3,finished,Sunday,1,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter3,finished,Sunday,2,3.94,0.0,0,0.0,0,0,8.0,-1.0776823771579405,1,High
Quarter3,sewing,Sunday,1,22.52,1420.0,113,0.0,0,0,57.0,0.6788920048299485,1,High
Quarter3,finished,Sunday,12,4.08,0.0,0,0.0,0,0,9.0,-1.0418339203826774,1,High
Quarter3,sewing,Sunday,12,15.26,1120.0,50,0.0,0,0,34.0,-0.9342885500568884,1,High
Quarter3,finished,Sunday,5,4.15,0.0,0,0.0,0,0,2.0,-1.2927731178095188,1,Moderate
Quarter3,sewing,Sunday,5,30.1,679.0,0,0.0,0,0,59.5,0.7685131467681061,0,Moderate
Quarter3,finished,Sunday,11,2.9,0.0,0,0.0,0,0,10.0,-1.0059854636074144,1,Moderate
Quarter3,sewing,Sunday,7,30.1,881.0,0,0.0,0,1,59.0,0.7505889183804746,1,Moderate
Quarter3,sewing,Sunday,8,30.1,507.0,40,2.0,10,1,59.0,0.39210435062784416,1,Moderate
Quarter3,sewing,Sunday,6,18.79,814.0,0,0.0,0,0,34.0,-0.1456225010011015,0,Moderate
Quarter3,sewing,Sunday,11,11.41,700.0,23,0.0,0,2,53.0,-0.575803982304258,1,Moderate
Quarter3,finished,Sunday,8,4.15,0.0,0,0.0,0,0,8.0,-1.0776823771579405,0,Moderate
